DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2020/08/26 21:44:32,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.56,
2020/08/26 21:44:32,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.54,
2020/08/26 21:44:29,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.58,
2020/08/26 21:44:29,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.56,
2020/08/26 21:44:46,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.53,-54.91,
2020/08/26 21:34:29,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.56,
2020/08/26 21:34:45,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.53,-54.91,
2020/08/26 21:34:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.85,-7.21,-55.1,
2020/08/26 21:34:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.7,-7.21,-55.08,
2020/08/26 21:34:37,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.74,-54.76,
2020/08/26 21:34:37,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.74,-54.74,
2020/08/26 21:14:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.72,-54.77,
2020/08/26 21:14:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.74,-54.74,
2020/08/26 21:14:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.78,
2020/08/26 21:14:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.76,
2020/08/26 21:14:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.74,
2020/08/26 21:14:30,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.58,
2020/08/26 21:14:30,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.56,
2020/08/26 21:14:49,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,2,0.05,1.0,-5.89,-53.86,
2020/08/26 21:14:49,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,2,0.0,0.84,-5.89,-53.84,
2020/08/26 21:14:32,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.56,
2020/08/26 21:14:32,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.54,
2020/08/26 21:14:45,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.53,-54.91,
2020/08/26 21:14:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.7,-7.21,-55.08,
2020/08/26 21:04:50,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,2,0.0,0.84,-5.89,-53.84,
2020/08/26 21:04:46,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.53,-54.91,
2020/08/26 21:04:46,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.78,-6.53,-54.89,
2020/08/26 21:04:46,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.62,-54.95,
2020/08/26 21:04:42,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.7,-7.21,-55.08,
2020/08/26 21:04:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.72,-54.79,
2020/08/26 21:04:30,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.56,
2020/08/26 21:14:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.85,-7.21,-55.1,
2020/08/26 21:04:30,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.58,
2020/08/26 21:04:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.72,-54.77,
2020/08/26 21:04:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.74,-54.74,
2020/08/26 21:04:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.78,
2020/08/26 21:04:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.76,
2020/08/26 21:04:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.74,
2020/08/26 21:04:32,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.54,
2020/08/26 21:04:32,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.56,
2020/08/26 20:44:50,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,2,0.05,1.0,-5.89,-53.86,
2020/08/26 20:44:50,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,2,0.0,0.84,-5.89,-53.84,
2020/08/26 20:44:46,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.53,-54.91,
2020/08/26 20:44:46,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.78,-6.53,-54.89,
2020/08/26 20:44:45,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-6.62,-54.95,
2020/08/26 20:44:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.7,-7.21,-55.08,
2020/08/26 20:44:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-7.23,-55.08,
2020/08/26 20:44:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-7.34,-55.17,
2020/08/26 20:44:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.79,-7.36,-55.17,
2020/08/26 20:44:41,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,0.75,-7.34,-55.15,
2020/08/26 20:44:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.72,-54.77,
2020/08/26 20:44:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.72,-54.75,
2020/08/26 20:44:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.74,-54.74,
2020/08/26 20:44:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.78,
2020/08/26 20:44:38,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-7.75,-54.76,
2020/08/26 20:44:30,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,83,0.0,1.0,-8.97,-54.56,
2020/08/26 20:44:31,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,49,0.0,1.0,-8.67,-54.2,
2020/08/26 20:44:31,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,1,0.0,1.0,-8.67,-54.54,
2020/08/26 20:44:31,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.54,
2020/08/26 20:44:31,GOES-16,Brasil,PARÁ,ALTAMIRA,Amazônia,0,0.0,1.0,-8.65,-54.56,
