"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"16/01/2020";"1500";"28,4";"29,5";"27,7";"77,0";"82,0";"71,0";"24,0";"25,0";"23,4";"992,1";"992,6";"992,1";"1,7";"84,0";"4,8";"2029,20";"0,0"
"16/01/2020";"1600";"31,0";"31,3";"28,5";"66,0";"77,0";"63,0";"23,9";"24,8";"22,9";"991,1";"992,1";"991,1";"1,9";"76,0";"5,8";"3168,10";"0,0"
"16/01/2020";"1700";"30,4";"31,4";"27,8";"70,0";"79,0";"63,0";"24,4";"25,1";"22,9";"990,1";"991,2";"990,1";"1,8";"35,0";"5,6";"2845,60";"0,0"
"16/01/2020";"1800";"29,2";"31,8";"27,3";"75,0";"83,0";"64,0";"24,3";"25,1";"23,4";"989,0";"990,2";"989,0";"1,8";"31,0";"6,6";"1213,60";"0,0"
"16/01/2020";"1900";"28,7";"29,6";"28,5";"76,0";"76,0";"71,0";"24,0";"24,5";"23,5";"988,3";"989,0";"988,2";"1,5";"16,0";"5,3";"571,50";"0,0"
"16/01/2020";"2000";"28,3";"29,3";"28,2";"77,0";"81,0";"72,0";"23,8";"24,7";"23,5";"988,3";"988,3";"988,2";"1,3";"16,0";"3,9";"446,80";"0,0"
"16/01/2020";"2100";"27,0";"28,5";"27,0";"82,0";"84,0";"77,0";"23,7";"24,3";"23,7";"988,3";"988,5";"988,1";"1,4";"337,0";"4,0";"215,90";"0,0"
"16/01/2020";"2200";"26,0";"27,0";"26,0";"86,0";"86,0";"82,0";"23,5";"23,8";"23,5";"989,0";"989,0";"988,3";"0,8";"350,0";"3,6";"45,30";"0,0"
"16/01/2020";"2300";"25,6";"26,1";"25,6";"90,0";"90,0";"86,0";"23,7";"23,9";"23,5";"989,8";"989,8";"989,0";"0,5";"294,0";"1,6";"";"0,0"
"17/01/2020";"0000";"24,8";"25,6";"24,8";"93,0";"93,0";"88,0";"23,6";"23,8";"23,5";"990,1";"990,1";"989,7";"0,3";"343,0";"0,9";"";"0,0"
"17/01/2020";"0100";"24,6";"24,8";"24,5";"95,0";"95,0";"93,0";"23,7";"23,7";"23,4";"991,7";"991,7";"990,1";"0,7";"287,0";"1,2";"";"0,0"
"17/01/2020";"0200";"24,2";"24,6";"24,1";"96,0";"96,0";"95,0";"23,6";"23,7";"23,4";"992,7";"992,7";"991,7";"0,4";"78,0";"1,2";"";"0,0"
"17/01/2020";"0300";"24,3";"24,6";"24,2";"96,0";"96,0";"95,0";"23,5";"23,7";"23,5";"992,3";"992,7";"992,3";"0,4";"276,0";"0,9";"";"0,0"
"17/01/2020";"0400";"24,0";"24,3";"23,8";"97,0";"97,0";"96,0";"23,5";"23,5";"23,2";"991,8";"992,3";"991,8";"0,7";"322,0";"1,2";"";"0,0"
"17/01/2020";"0500";"23,9";"24,0";"23,9";"97,0";"97,0";"96,0";"23,3";"23,5";"23,3";"991,1";"991,8";"991,1";"0,8";"319,0";"2,1";"";"0,0"
"17/01/2020";"0600";"23,7";"23,9";"23,6";"97,0";"97,0";"97,0";"23,2";"23,4";"23,1";"990,7";"991,1";"990,6";"1,0";"323,0";"2,3";"";"0,0"
"17/01/2020";"0700";"23,5";"23,8";"23,5";"97,0";"97,0";"96,0";"23,0";"23,2";"23,0";"990,1";"990,7";"990,1";"0,8";"326,0";"2,4";"";"0,0"
"17/01/2020";"0800";"23,4";"23,5";"23,3";"97,0";"97,0";"97,0";"22,9";"23,0";"22,9";"990,1";"990,4";"990,0";"0,6";"348,0";"1,3";"";"0,0"
"17/01/2020";"0900";"23,4";"23,4";"23,3";"97,0";"97,0";"97,0";"22,9";"22,9";"22,8";"990,7";"990,7";"990,1";"0,5";"111,0";"1,5";"";"0,0"
"17/01/2020";"1000";"23,6";"23,6";"23,2";"97,0";"97,0";"96,0";"23,1";"23,1";"22,6";"991,4";"991,5";"990,7";"0,5";"72,0";"2,2";"12,30";"0,0"
"17/01/2020";"1100";"24,5";"24,6";"23,6";"95,0";"97,0";"94,0";"23,6";"23,8";"23,0";"992,2";"992,2";"991,3";"0,9";"88,0";"2,3";"295,60";"0,0"
"17/01/2020";"1200";"25,9";"25,9";"24,5";"89,0";"95,0";"89,0";"23,9";"24,3";"23,6";"992,8";"992,8";"992,2";"0,9";"29,0";"2,3";"569,30";"0,0"
"17/01/2020";"1300";"27,7";"27,8";"25,8";"81,0";"91,0";"81,0";"24,1";"24,7";"23,8";"993,0";"993,2";"992,8";"1,8";"66,0";"4,6";"1196,30";"0,0"
"17/01/2020";"1400";"29,4";"29,4";"27,3";"77,0";"83,0";"75,0";"24,9";"24,9";"23,5";"992,6";"993,0";"992,5";"1,5";"38,0";"4,6";"1734,80";"0,0"
"17/01/2020";"1500";"30,0";"30,0";"27,9";"76,0";"80,0";"72,0";"25,3";"25,3";"23,5";"992,4";"992,6";"992,4";"1,3";"16,0";"4,0";"1580,90";"0,0"
"17/01/2020";"1600";"30,2";"30,7";"29,1";"70,0";"75,0";"68,0";"24,0";"25,1";"23,6";"991,7";"992,4";"991,7";"1,1";"44,0";"4,3";"2174,70";"0,0"
"17/01/2020";"1700";"31,3";"32,3";"29,3";"62,0";"73,0";"59,0";"23,2";"24,7";"22,8";"990,6";"991,7";"990,6";"1,8";"54,0";"4,5";"2558,40";"0,0"
"17/01/2020";"1800";"31,0";"32,3";"30,9";"64,0";"64,0";"59,0";"23,3";"24,0";"22,7";"989,6";"990,6";"989,6";"1,5";"68,0";"4,9";"1458,40";"0,0"
"17/01/2020";"1900";"29,6";"31,1";"29,3";"71,0";"74,0";"62,0";"23,9";"24,2";"22,7";"988,7";"989,6";"988,7";"0,6";"38,0";"3,7";"646,20";"0,0"
"17/01/2020";"2000";"30,2";"30,5";"29,6";"68,0";"75,0";"67,0";"23,7";"25,1";"23,6";"988,2";"988,7";"988,1";"1,3";"121,0";"3,2";"648,70";"0,0"
"17/01/2020";"2100";"29,4";"30,2";"29,4";"73,0";"73,0";"67,0";"24,2";"24,5";"23,1";"988,2";"988,2";"988,1";"0,4";"64,0";"2,9";"272,00";"0,0"
"17/01/2020";"2200";"27,8";"29,4";"27,8";"81,0";"82,0";"73,0";"24,2";"24,5";"23,9";"988,8";"988,8";"988,2";"0,2";"206,0";"1,2";"70,00";"0,0"
"17/01/2020";"2300";"27,0";"27,9";"26,9";"86,0";"86,0";"81,0";"24,4";"24,5";"24,0";"989,2";"989,2";"988,7";"0,2";"239,0";"0,5";"";"0,0"
"18/01/2020";"0000";"26,0";"27,0";"26,0";"89,0";"89,0";"83,0";"24,1";"24,4";"23,9";"990,2";"990,2";"989,2";"0,4";"243,0";"0,6";"";"0,0"
"18/01/2020";"0100";"25,4";"26,0";"25,3";"93,0";"93,0";"89,0";"24,1";"24,2";"23,8";"990,6";"990,6";"990,2";"0,3";"226,0";"0,7";"";"0,0"
"18/01/2020";"0200";"24,8";"25,4";"24,6";"95,0";"96,0";"93,0";"23,9";"24,1";"23,6";"990,8";"990,9";"990,6";"0,2";"236,0";"0,7";"";"0,0"
"18/01/2020";"0300";"24,7";"24,8";"24,5";"96,0";"97,0";"95,0";"24,1";"24,1";"23,8";"990,9";"991,0";"990,8";"0,5";"229,0";"0,9";"";"0,0"
"18/01/2020";"0400";"24,4";"24,9";"24,4";"96,0";"97,0";"94,0";"23,7";"24,0";"23,7";"990,4";"990,9";"990,3";"0,4";"231,0";"1,0";"";"0,0"
"18/01/2020";"0500";"24,6";"24,9";"24,4";"96,0";"96,0";"94,0";"23,9";"24,0";"23,7";"989,3";"990,4";"989,3";"0,6";"224,0";"1,3";"";"0,0"
"18/01/2020";"0600";"23,7";"24,6";"23,6";"97,0";"97,0";"95,0";"23,3";"23,9";"23,1";"989,4";"989,4";"989,3";"0,3";"118,0";"1,0";"";"0,0"
"18/01/2020";"0700";"24,5";"24,6";"23,7";"97,0";"98,0";"97,0";"24,0";"24,1";"23,3";"989,8";"989,8";"989,3";"0,7";"55,0";"2,8";"";"1,0"
"18/01/2020";"0800";"24,2";"24,5";"24,1";"97,0";"97,0";"96,0";"23,8";"24,0";"23,5";"990,1";"990,1";"989,7";"0,6";"16,0";"1,8";"";"0,2"
"18/01/2020";"0900";"23,9";"24,3";"23,9";"97,0";"97,0";"97,0";"23,4";"23,8";"23,4";"990,5";"990,5";"990,1";"0,7";"66,0";"3,9";"";"6,2"
"18/01/2020";"1000";"23,8";"23,9";"23,8";"98,0";"98,0";"97,0";"23,4";"23,4";"23,4";"991,1";"991,1";"990,4";"0,4";"39,0";"2,2";"13,50";"0,0"
"18/01/2020";"1100";"24,3";"24,4";"23,8";"97,0";"98,0";"97,0";"23,8";"23,8";"23,4";"991,9";"991,9";"991,1";"0,6";"55,0";"1,7";"167,30";"0,0"
"18/01/2020";"1200";"25,5";"25,7";"24,3";"91,0";"97,0";"91,0";"24,0";"24,6";"23,7";"992,4";"992,4";"991,9";"1,1";"19,0";"2,6";"676,80";"0,0"
"18/01/2020";"1300";"26,8";"26,8";"25,5";"87,0";"93,0";"87,0";"24,4";"24,6";"24,1";"992,6";"992,7";"992,4";"1,2";"23,0";"3,7";"735,60";"0,0"
"18/01/2020";"1400";"28,4";"28,6";"26,2";"80,0";"92,0";"80,0";"24,6";"25,4";"24,1";"992,3";"992,6";"992,3";"1,2";"12,0";"3,3";"1202,90";"0,0"
"18/01/2020";"1500";"27,1";"28,4";"27,1";"84,0";"84,0";"78,0";"24,1";"25,0";"24,0";"992,1";"992,4";"992,1";"1,7";"7,0";"4,4";"917,90";"0,2"
"18/01/2020";"1600";"28,8";"29,8";"27,1";"76,0";"85,0";"72,0";"24,1";"25,3";"24,0";"991,3";"992,1";"991,3";"1,5";"43,0";"5,1";"1848,10";"0,0"
"18/01/2020";"1700";"30,2";"31,5";"28,4";"69,0";"80,0";"66,0";"23,9";"25,8";"23,9";"989,9";"991,3";"989,9";"1,9";"19,0";"5,0";"2298,20";"0,0"
"18/01/2020";"1800";"29,9";"31,0";"29,8";"71,0";"73,0";"65,0";"24,1";"25,2";"23,3";"988,7";"989,9";"988,7";"1,3";"30,0";"4,2";"1293,40";"0,0"
"18/01/2020";"1900";"29,8";"29,9";"28,6";"73,0";"83,0";"71,0";"24,4";"25,4";"23,8";"987,8";"988,7";"987,8";"0,7";"74,0";"3,0";"602,70";"0,0"
"18/01/2020";"2000";"27,1";"30,2";"26,9";"83,0";"85,0";"70,0";"23,9";"24,7";"23,8";"988,3";"988,3";"987,7";"0,8";"136,0";"3,8";"324,40";"0,0"
"18/01/2020";"2100";"26,0";"27,1";"26,0";"91,0";"92,0";"81,0";"24,4";"24,6";"23,5";"988,2";"988,3";"988,1";"0,6";"249,0";"2,8";"155,50";"0,0"
"18/01/2020";"2200";"25,3";"26,1";"25,3";"94,0";"95,0";"87,0";"24,3";"24,7";"23,9";"988,8";"988,8";"988,2";"0,8";"192,0";"3,3";"12,50";"0,6"
"18/01/2020";"2300";"24,5";"25,3";"24,5";"96,0";"96,0";"94,0";"23,8";"24,3";"23,8";"989,6";"989,6";"988,8";"0,9";"149,0";"1,9";"";"0,0"
"19/01/2020";"0000";"24,6";"24,8";"24,4";"97,0";"97,0";"96,0";"24,1";"24,1";"23,8";"990,1";"990,2";"989,6";"0,4";"247,0";"1,7";"";"0,0"
"19/01/2020";"0100";"24,2";"24,6";"24,1";"97,0";"97,0";"97,0";"23,7";"24,1";"23,7";"990,2";"990,2";"990,1";"0,3";"340,0";"0,8";"";"0,0"
"19/01/2020";"0200";"23,9";"24,2";"23,8";"98,0";"98,0";"97,0";"23,5";"23,8";"23,4";"990,6";"990,7";"990,1";"0,2";"34,0";"0,6";"";"0,0"
"19/01/2020";"0300";"23,8";"24,2";"23,7";"98,0";"98,0";"98,0";"23,4";"23,9";"23,4";"990,6";"990,6";"990,5";"0,3";"220,0";"1,2";"";"0,0"
"19/01/2020";"0400";"23,5";"24,3";"23,5";"98,0";"98,0";"98,0";"23,2";"24,0";"23,1";"990,7";"990,7";"990,5";"0,5";"7,0";"1,2";"";"0,0"
"19/01/2020";"0500";"24,1";"24,1";"23,5";"98,0";"98,0";"98,0";"23,8";"23,8";"23,2";"990,1";"990,7";"990,0";"0,7";"30,0";"2,0";"";"0,0"
"19/01/2020";"0600";"24,1";"24,1";"24,0";"98,0";"98,0";"98,0";"23,7";"23,8";"23,6";"989,4";"990,2";"989,4";"1,0";"30,0";"2,8";"";"0,0"
"19/01/2020";"0700";"24,0";"24,1";"23,9";"97,0";"98,0";"97,0";"23,5";"23,7";"23,4";"989,6";"989,7";"989,4";"0,8";"44,0";"2,9";"";"0,0"
"19/01/2020";"0800";"24,0";"24,0";"24,0";"96,0";"97,0";"96,0";"23,4";"23,5";"23,4";"989,3";"989,6";"989,3";"0,6";"33,0";"2,7";"";"0,0"
"19/01/2020";"0900";"24,1";"24,1";"24,0";"96,0";"97,0";"96,0";"23,5";"23,5";"23,4";"990,1";"990,1";"989,3";"0,6";"30,0";"2,5";"";"0,0"
"19/01/2020";"1000";"24,2";"24,2";"24,1";"96,0";"97,0";"96,0";"23,5";"23,6";"23,4";"990,7";"990,7";"990,1";"0,7";"79,0";"2,3";"13,00";"0,0"
"19/01/2020";"1100";"24,7";"24,8";"24,2";"94,0";"96,0";"94,0";"23,7";"23,9";"23,5";"991,3";"991,3";"990,7";"0,9";"25,0";"2,3";"187,80";"0,0"
"19/01/2020";"1200";"26,2";"26,3";"24,6";"87,0";"95,0";"86,0";"23,9";"24,3";"23,2";"991,6";"991,9";"991,3";"1,3";"52,0";"3,8";"907,50";"0,0"
"19/01/2020";"1300";"26,2";"26,9";"25,5";"86,0";"88,0";"83,0";"23,7";"24,5";"22,7";"991,9";"992,0";"991,6";"1,0";"39,0";"3,8";"1302,20";"0,0"
"19/01/2020";"1400";"26,4";"26,7";"26,1";"82,0";"86,0";"81,0";"23,0";"23,8";"22,8";"991,8";"991,8";"991,6";"1,6";"72,0";"4,1";"716,20";"0,0"
"19/01/2020";"1500";"28,3";"28,3";"26,3";"75,0";"85,0";"74,0";"23,4";"24,3";"23,0";"991,4";"991,8";"991,4";"0,9";"335,0";"4,1";"1193,10";"0,0"
"19/01/2020";"1600";"28,7";"30,1";"28,0";"76,0";"77,0";"69,0";"24,1";"24,8";"22,8";"990,7";"991,4";"990,7";"1,2";"34,0";"3,6";"1489,50";"0,0"
"19/01/2020";"1700";"29,3";"30,5";"28,7";"71,0";"76,0";"68,0";"23,6";"24,8";"23,1";"989,6";"990,7";"989,6";"1,5";"337,0";"4,1";"2744,20";"0,2"
"19/01/2020";"1800";"29,2";"29,7";"28,3";"72,0";"76,0";"68,0";"23,6";"24,5";"22,9";"988,2";"989,6";"988,2";"1,2";"2,0";"4,4";"916,40";"0,0"
"19/01/2020";"1900";"29,6";"30,0";"29,1";"70,0";"73,0";"68,0";"23,5";"24,5";"23,1";"987,5";"988,2";"987,5";"1,2";"356,0";"3,3";"792,60";"0,0"
"19/01/2020";"2000";"29,0";"30,3";"29,0";"71,0";"72,0";"64,0";"23,3";"23,9";"22,6";"986,8";"987,5";"986,6";"0,8";"36,0";"3,6";"406,40";"0,0"
"19/01/2020";"2100";"28,9";"29,3";"28,7";"73,0";"76,0";"69,0";"23,6";"24,0";"23,0";"986,7";"986,8";"986,6";"0,8";"40,0";"3,0";"131,80";"0,0"
"19/01/2020";"2200";"27,5";"28,9";"27,5";"78,0";"78,0";"73,0";"23,3";"23,7";"23,2";"987,2";"987,2";"986,6";"0,5";"13,0";"3,0";"33,40";"0,0"
"19/01/2020";"2300";"26,6";"27,5";"26,6";"85,0";"85,0";"78,0";"23,8";"23,8";"23,3";"988,4";"988,4";"987,2";"1,0";"32,0";"3,6";"";"0,0"
"20/01/2020";"0000";"25,6";"26,6";"25,6";"89,0";"89,0";"85,0";"23,6";"23,9";"23,6";"989,8";"989,8";"988,4";"0,9";"16,0";"3,8";"";"0,0"
"20/01/2020";"0100";"25,0";"25,6";"25,0";"92,0";"92,0";"89,0";"23,6";"23,7";"23,6";"990,5";"990,6";"989,8";"1,0";"14,0";"2,4";"";"0,0"
"20/01/2020";"0200";"24,4";"25,1";"24,4";"94,0";"94,0";"92,0";"23,5";"23,6";"23,5";"990,5";"990,8";"990,5";"0,5";"38,0";"2,0";"";"0,0"
"20/01/2020";"0300";"24,4";"24,5";"24,2";"95,0";"95,0";"94,0";"23,5";"23,5";"23,4";"990,8";"990,8";"990,4";"0,6";"87,0";"2,1";"";"0,0"
"20/01/2020";"0400";"24,1";"24,4";"24,1";"94,0";"95,0";"94,0";"23,1";"23,5";"23,1";"990,0";"990,8";"990,0";"0,6";"20,0";"2,3";"";"0,0"
"20/01/2020";"0500";"23,5";"24,1";"23,5";"97,0";"97,0";"94,0";"22,9";"23,1";"22,9";"989,1";"990,0";"989,1";"0,1";"20,0";"1,3";"";"0,0"
"20/01/2020";"0600";"23,3";"23,6";"23,2";"97,0";"97,0";"97,0";"22,8";"23,1";"22,7";"988,9";"989,1";"988,8";"0,7";"6,0";"1,9";"";"0,0"
"20/01/2020";"0700";"23,5";"23,6";"23,1";"97,0";"97,0";"97,0";"23,0";"23,1";"22,6";"988,9";"988,9";"988,6";"0,5";"41,0";"1,9";"";"0,0"
"20/01/2020";"0800";"23,5";"23,7";"23,5";"96,0";"97,0";"96,0";"22,8";"23,0";"22,8";"989,1";"989,2";"988,9";"0,4";"31,0";"3,0";"";"0,0"
"20/01/2020";"0900";"23,6";"23,6";"23,3";"97,0";"97,0";"96,0";"23,0";"23,0";"22,8";"989,4";"989,4";"989,1";"0,8";"40,0";"2,7";"";"0,0"
"20/01/2020";"1000";"23,6";"23,6";"23,6";"95,0";"97,0";"95,0";"22,8";"23,0";"22,8";"989,8";"989,8";"989,4";"0,8";"56,0";"2,8";"16,20";"0,0"
"20/01/2020";"1100";"25,3";"25,5";"23,6";"90,0";"96,0";"89,0";"23,5";"24,1";"22,8";"990,9";"990,9";"989,8";"1,6";"73,0";"4,0";"422,80";"0,0"
"20/01/2020";"1200";"26,3";"26,7";"25,1";"85,0";"90,0";"83,0";"23,6";"24,2";"23,1";"991,8";"991,8";"990,9";"1,7";"77,0";"4,3";"992,90";"0,0"
"20/01/2020";"1300";"26,5";"26,8";"25,8";"83,0";"86,0";"81,0";"23,4";"23,9";"23,0";"991,7";"991,9";"991,7";"1,3";"68,0";"3,9";"914,80";"0,0"
"20/01/2020";"1400";"29,2";"29,8";"26,5";"71,0";"84,0";"68,0";"23,4";"24,9";"22,7";"991,2";"991,7";"991,1";"1,9";"75,0";"4,7";"2520,90";"0,0"
"20/01/2020";"1500";"30,2";"30,6";"28,5";"66,0";"75,0";"63,0";"23,0";"24,3";"22,3";"990,0";"991,2";"990,0";"1,6";"84,0";"4,7";"2989,50";"0,0"
"20/01/2020";"1600";"30,4";"31,5";"30,1";"64,0";"71,0";"61,0";"22,9";"24,5";"22,0";"989,2";"990,0";"989,2";"1,1";"4,0";"4,1";"3134,70";"0,0"
"20/01/2020";"1700";"31,1";"31,6";"30,2";"67,0";"71,0";"59,0";"24,4";"25,1";"22,5";"988,3";"989,2";"988,3";"1,3";"351,0";"3,7";"2558,30";"0,0"
"20/01/2020";"1800";"31,5";"33,1";"30,8";"57,0";"67,0";"54,0";"21,9";"24,2";"21,9";"987,2";"988,3";"987,2";"1,3";"88,0";"3,6";"1216,30";"0,0"
"20/01/2020";"1900";"31,4";"32,3";"31,0";"57,0";"61,0";"55,0";"22,0";"23,0";"21,8";"986,2";"987,2";"986,2";"1,3";"34,0";"5,0";"434,50";"0,0"
"20/01/2020";"2000";"31,0";"31,6";"31,0";"59,0";"59,0";"56,0";"22,0";"22,5";"21,3";"985,9";"986,2";"985,8";"1,4";"66,0";"4,5";"215,60";"0,0"
"20/01/2020";"2100";"30,1";"31,0";"30,0";"62,0";"64,0";"58,0";"22,1";"22,5";"21,7";"985,9";"986,0";"985,8";"1,0";"58,0";"4,5";"122,80";"0,0"
"20/01/2020";"2200";"28,0";"30,1";"28,0";"79,0";"79,0";"62,0";"24,0";"24,0";"22,1";"986,4";"986,4";"985,8";"1,3";"359,0";"4,2";"47,30";"0,0"
"20/01/2020";"2300";"27,0";"28,0";"27,0";"84,0";"84,0";"78,0";"24,0";"24,2";"23,9";"987,2";"987,2";"986,4";"0,8";"25,0";"4,2";"";"0,0"
"21/01/2020";"0000";"26,6";"27,0";"26,5";"85,0";"86,0";"83,0";"23,9";"24,0";"23,8";"988,0";"988,0";"987,2";"0,8";"17,0";"3,0";"";"0,0"
"21/01/2020";"0100";"26,1";"26,6";"26,0";"87,0";"89,0";"85,0";"23,7";"24,0";"23,7";"989,2";"989,2";"988,0";"0,8";"35,0";"2,6";"";"0,0"
"21/01/2020";"0200";"25,1";"26,1";"25,1";"90,0";"90,0";"86,0";"23,3";"23,7";"23,2";"989,2";"989,5";"989,2";"1,2";"354,0";"4,1";"";"0,0"
"21/01/2020";"0300";"24,6";"25,1";"24,6";"91,0";"91,0";"89,0";"23,1";"23,3";"23,1";"989,3";"989,4";"989,1";"0,7";"28,0";"2,9";"";"0,0"
"21/01/2020";"0400";"24,5";"24,6";"24,5";"93,0";"93,0";"91,0";"23,2";"23,3";"23,1";"989,1";"989,4";"989,1";"1,2";"352,0";"3,5";"";"0,0"
"21/01/2020";"0500";"24,1";"24,5";"24,1";"93,0";"93,0";"92,0";"22,9";"23,3";"22,9";"988,6";"989,1";"988,6";"1,2";"357,0";"4,6";"";"0,0"
"21/01/2020";"0600";"23,9";"24,1";"23,9";"92,0";"93,0";"92,0";"22,6";"22,9";"22,6";"988,1";"988,5";"988,0";"0,7";"41,0";"3,8";"";"0,0"
"21/01/2020";"0700";"23,6";"23,9";"23,6";"94,0";"94,0";"92,0";"22,6";"22,7";"22,6";"987,5";"988,1";"987,4";"0,6";"22,0";"2,5";"";"0,0"
"21/01/2020";"0800";"23,5";"23,6";"23,4";"95,0";"95,0";"94,0";"22,6";"22,7";"22,6";"988,0";"988,0";"987,5";"1,3";"358,0";"2,9";"";"0,0"
"21/01/2020";"0900";"23,4";"23,5";"23,4";"95,0";"95,0";"95,0";"22,6";"22,6";"22,6";"988,3";"988,3";"988,0";"0,9";"2,0";"3,1";"";"0,0"
"21/01/2020";"1000";"23,6";"23,6";"23,4";"95,0";"96,0";"95,0";"22,8";"22,8";"22,6";"988,8";"988,8";"988,3";"0,9";"351,0";"1,9";"17,20";"0,0"
"21/01/2020";"1100";"24,7";"24,8";"23,6";"91,0";"95,0";"91,0";"23,2";"23,3";"22,8";"990,0";"990,0";"988,8";"1,2";"348,0";"3,6";"298,80";"0,0"
"21/01/2020";"1200";"25,3";"25,4";"24,7";"89,0";"92,0";"88,0";"23,3";"23,5";"23,1";"990,5";"990,5";"990,0";"1,5";"350,0";"3,5";"528,30";"0,0"
"21/01/2020";"1300";"26,3";"26,3";"25,3";"84,0";"89,0";"83,0";"23,3";"23,6";"23,0";"990,9";"990,9";"990,5";"1,8";"10,0";"4,1";"585,40";"0,0"
"21/01/2020";"1400";"26,3";"26,6";"25,8";"84,0";"86,0";"82,0";"23,4";"23,6";"23,0";"991,0";"991,1";"990,9";"1,7";"352,0";"4,8";"718,20";"0,0"
"21/01/2020";"1500";"27,5";"27,9";"26,4";"77,0";"84,0";"76,0";"23,1";"23,8";"23,0";"990,5";"991,0";"990,5";"1,2";"18,0";"4,4";"1037,40";"0,0"
"21/01/2020";"1600";"23,7";"28,0";"23,7";"95,0";"95,0";"76,0";"22,7";"24,3";"22,6";"990,4";"990,6";"990,2";"2,0";"65,0";"4,6";"621,10";"7,2"
"21/01/2020";"1700";"24,9";"25,0";"23,2";"96,0";"97,0";"94,0";"24,2";"24,3";"22,4";"989,2";"990,4";"989,2";"0,6";"284,0";"4,6";"605,10";"5,6"
"21/01/2020";"1800";"26,6";"26,7";"24,9";"91,0";"96,0";"88,0";"25,0";"25,0";"24,3";"987,9";"989,2";"987,9";"0,8";"342,0";"1,7";"998,20";"0,0"
"21/01/2020";"1900";"27,2";"27,2";"26,6";"82,0";"92,0";"81,0";"23,9";"25,4";"23,5";"987,1";"987,9";"987,1";"1,3";"309,0";"2,0";"948,90";"0,0"
"21/01/2020";"2000";"27,1";"27,6";"27,1";"79,0";"85,0";"77,0";"23,0";"24,5";"23,0";"986,6";"987,1";"986,5";"0,9";"327,0";"2,5";"718,80";"0,0"
"21/01/2020";"2100";"26,3";"27,1";"26,3";"83,0";"84,0";"78,0";"23,2";"23,6";"22,8";"986,7";"986,7";"986,5";"0,7";"327,0";"2,6";"225,90";"0,0"
"21/01/2020";"2200";"25,7";"26,4";"25,7";"85,0";"86,0";"82,0";"23,0";"23,6";"22,9";"986,9";"986,9";"986,7";"0,8";"332,0";"1,2";"61,40";"0,0"
"21/01/2020";"2300";"25,0";"25,7";"25,0";"89,0";"90,0";"84,0";"23,1";"23,3";"22,8";"987,8";"987,8";"986,9";"0,3";"270,0";"1,9";"";"0,0"
"22/01/2020";"0000";"24,5";"25,0";"24,5";"92,0";"94,0";"88,0";"23,0";"23,5";"22,9";"988,5";"988,5";"987,8";"0,3";"200,0";"1,6";"";"0,0"
"22/01/2020";"0100";"24,4";"24,5";"24,0";"92,0";"96,0";"91,0";"23,0";"23,5";"22,8";"989,4";"989,4";"988,5";"1,6";"8,0";"5,5";"";"0,0"
"22/01/2020";"0200";"23,7";"24,5";"23,7";"94,0";"94,0";"88,0";"22,7";"22,9";"22,3";"989,8";"989,8";"989,4";"0,8";"20,0";"5,5";"";"0,0"
"22/01/2020";"0300";"23,8";"23,8";"23,7";"94,0";"94,0";"94,0";"22,8";"22,8";"22,6";"989,8";"989,9";"989,8";"0,8";"25,0";"3,8";"";"0,0"
"22/01/2020";"0400";"23,8";"23,8";"23,7";"94,0";"95,0";"94,0";"22,7";"22,9";"22,7";"989,4";"989,8";"989,4";"1,1";"58,0";"3,5";"";"0,0"
"22/01/2020";"0500";"23,5";"23,8";"23,5";"95,0";"95,0";"93,0";"22,6";"22,7";"22,6";"988,7";"989,4";"988,7";"0,8";"40,0";"3,7";"";"0,0"
"22/01/2020";"0600";"23,3";"23,5";"23,3";"96,0";"96,0";"95,0";"22,6";"22,7";"22,6";"988,2";"988,7";"988,2";"0,4";"33,0";"2,9";"";"0,0"
"22/01/2020";"0700";"23,2";"23,3";"23,2";"96,0";"96,0";"95,0";"22,6";"22,6";"22,5";"987,7";"988,2";"987,7";"0,3";"33,0";"1,8";"";"0,0"
"22/01/2020";"0800";"23,1";"23,2";"23,1";"97,0";"97,0";"96,0";"22,6";"22,6";"22,5";"987,8";"987,8";"987,6";"0,2";"312,0";"1,3";"";"0,0"
"22/01/2020";"0900";"22,9";"23,1";"22,8";"97,0";"97,0";"97,0";"22,4";"22,6";"22,4";"988,1";"988,1";"987,8";"0,3";"134,0";"1,0";"";"0,0"
"22/01/2020";"1000";"23,1";"23,1";"22,9";"97,0";"97,0";"97,0";"22,5";"22,5";"22,4";"988,8";"988,8";"988,1";"0,3";"148,0";"1,2";"16,60";"0,0"
"22/01/2020";"1100";"23,7";"23,7";"23,1";"94,0";"97,0";"94,0";"22,8";"22,9";"22,5";"989,7";"989,7";"988,8";"0,3";"49,0";"1,3";"133,60";"0,0"
"22/01/2020";"1200";"24,9";"24,9";"23,7";"91,0";"95,0";"91,0";"23,2";"23,5";"22,6";"990,3";"990,3";"989,7";"0,8";"16,0";"2,0";"464,70";"0,0"
